,registration number,name,established date,country,number of employs,purpose,phone number,email
347,475460db-0e0f-4546-8968-5e46e9c144d9,Nettron.com Corp.,1975-09-05,Canada,41,,278-488-3383,reach@nettroncomcorp.org
348,024235cc-f622-4b93-bd89-2d1c8432bcb7,Republic Goldfields Inc.,1972-11-02,Canada,20,,835-167-8450,marketing@republicgoldfieldsinc.org
349,897fbd26-7390-4611-866b-ffd1e01ad73b,Occidente y Caribe Celular S.A.,1979-01-13,Colombia,32,,583-388-1228,marketing@occidenteycaribecelularsa.org
350,bbcd3f2c-8b20-4b8b-96ad-d438c00d6d6f,Toronto-Dominion Bank,1988-04-07,Canada,15,,945-342-8118,enquiries@torontodominionbank.org
351,07f449c3-948c-4671-a4c4-06749a421ca4,"Millenium Seacarriers, Inc.",1975-09-26,Cayman Islands,18,,642-355-7259,sales@milleniumseacarriersinc.org
352,07343614-81fc-4183-9d9b-812250b87aff,Fiat S.p.A.,1989-02-02,Italy,40,,533-880-3580,info@fiatspa.org
353,37e3fcf3-78d8-4710-b49e-066202cc39c9,Enersis S.A.,1996-08-08,Chile,11,,958-035-5754,reach@enersissa.org
354,ddcb30cd-6e9d-4ef1-86e8-0f9d871dc184,PDVSA Finance Ltd.,1984-06-01,Cayman Islands,35,,858-848-3650,sales@pdvsafinanceltd.org
355,171a6094-b622-43fd-a59c-0dd4662090f9,Colt Telecom Group plc,1978-05-07,United Kingdom,48,,671-181-1536,info@colttelecomgroupplc.org
356,09c9d836-4ee6-4328-b836-cb4327ac0d13,Datamirror Corp.,1986-07-13,Canada,48,,856-620-3285,enquiries@datamirrorcorp.org
357,83a96349-7f8c-46f7-be03-422557ac1762,"Grupo Aeroportuario del Sureste, S.A. de C.V.",1963-03-21,Mexico,20,,477-874-7683,marketing@grupoaeroportuariodelsurestesadecv.org
358,5608b331-d18f-4ec2-87dd-1cdb798e298b,Anthony Clark International Insurance Brokers Inc.,1994-05-24,Canada,37,,912-330-6478,sales@anthonyclarkinternationalinsurancebrokersinc.org
359,53c064c0-1c0f-4ffb-a96a-91bdb17a3444,TradeRadius Online Inc.,1973-03-09,Canada,46,,284-582-9571,sales@traderadiusonlineinc.org
360,4ced0f90-5ea0-46eb-844d-5b637e5f0bcb,Mirtronics Inc.,1960-06-19,Canada,22,,948-566-3259,info@mirtronicsinc.org
361,e7a98b70-71d6-4762-80be-f33a3ccae3ca,Cordiant Communications Group plc,1985-04-14,United Kingdom,38,,375-337-9687,enquiries@cordiantcommunicationsgroupplc.org
362,276e19c6-6ca8-4fad-8836-c43570bf4544,E*Comnetrix Inc.,1977-02-05,Canada,20,,403-351-5671,headquarters@ecomnetrixinc.org
363,8418aead-ee5b-40ea-bc20-6017ea195e4e,Household Financial Corp. Ltd.,1990-03-02,Canada,31,,675-182-9041,sales@householdfinancialcorpltd.org
364,67669171-899d-45e8-b261-c430caf46eb6,Gemplus International S.A.,1981-03-05,Luxembourg,17,,721-838-3408,reach@gemplusinternationalsa.org
365,4025b01f-3e1d-4d24-9f87-b69b30e470fd,Brasil Telecom Participacoes S.A.,1971-09-17,Brazil,42,,760-138-2269,contact@brasiltelecomparticipacoessa.org
366,53055c9c-0f45-413c-b039-11e05b107813,Portal Net Ltd.,1976-08-24,British Virgin Islands,43,,957-345-2362,reach@portalnetltd.org
367,8d4b60a3-e891-461f-91bb-454d4638f79f,Radvision Ltd.,1972-04-19,Israel,36,,920-714-1207,info@radvisionltd.org
368,455c753b-fba8-43c7-a68c-f29cdeeecb80,Asia Pacific Resources International Ltd.,1992-05-26,Bermuda,45,,518-315-1482,headquarters@asiapacificresourcesinternationalltd.org
369,3f2ab04f-6fb3-41cc-835d-faeec761a464,Star Choice Communications Inc.,1981-02-27,Canada,16,,408-537-5680,contact@starchoicecommunicationsinc.org
370,daa2d999-0d15-411f-a0a0-fb99a550a0b6,ASE Test Ltd.,1987-01-24,Singapore,47,,584-207-2240,headquarters@asetestltd.org
371,6d3a6052-9909-498e-b3b6-59795d8de06e,World Ventures Inc.,1967-06-08,Canada,23,,205-270-7351,contact@worldventuresinc.org
372,d70479ba-a2fc-447f-ba12-f3f7fd130683,MDC Co.,1988-03-30,Canada,36,,616-806-9400,hr@mdcco.org
373,4f7ef5f3-3c2c-428b-92c7-9ac7be0c6ebf,NCE Petrofund Ltd.,1988-03-08,Canada,30,,514-181-3363,info@ncepetrofundltd.org
374,b5d3e8ca-d05e-45ce-9f60-e21c2692a651,Infineon Technologies AG,1984-07-14,Germany,21,,312-288-2454,contact@infineontechnologiesag.org
375,97e55e04-546c-4eea-8e49-cf9cf60e0515,Consolidated Trillion Resources Ltd.,1980-11-02,Canada,24,,363-581-1446,hr@consolidatedtrillionresourcesltd.org
376,154a14b2-4ae8-4695-8e9a-07b6e5070f7d,Schroder Ventures International Investment Trust,1994-11-07,United Kingdom,36,,765-165-8256,info@schroderventuresinternationalinvestmenttrust.org
377,455c753b-fba8-43c7-a68c-f29cdeeecb80,Asia Pacific Resources International Ltd.,1970-07-17,Bermuda,27,,518-315-1482,headquarters@asiapacificresourcesinternationalltd.org
378,c9f643e5-4c11-4cd6-8753-5f9694902e18,Prudential plc,1967-04-30,United Kingdom,19,,970-383-5510,enquiries@prudentialplc.org
379,38301851-73d2-416f-9afc-27561cae9810,James Hardie Industries N.V.,1973-09-02,Netherlands,36,,280-446-1888,marketing@jameshardieindustriesnv.org
380,3e925827-24ac-410b-ba47-c053b7b1317f,Kyocera Corp.,1960-03-06,Japan,15,,450-829-0548,hr@kyoceracorp.org
381,084b0565-8eb9-4d80-aa0c-6c59bd9d1657,Pearson plc,1989-09-01,United Kingdom,11,,780-027-9321,contact@pearsonplc.org
382,bcbb8d24-ebc4-4da1-989e-d08116081d81,Barclays Bank plc,1967-07-11,United Kingdom,15,,944-306-2643,sales@barclaysbankplc.org
383,07052440-45ff-40b1-8c57-93b10edbeda3,"Kingsway Financial Services, Inc.",1985-07-18,Canada,31,,201-367-0036,enquiries@kingswayfinancialservicesinc.org
384,067ed0dc-b32d-4cf2-9cfa-0e3418385561,Rubicon Minerals Corp.,1983-03-20,Canada,18,,705-482-6855,contact@rubiconmineralscorp.org
385,68c99791-b6dc-425f-82c2-b21cad22d064,Sense Technologies Inc.,1970-05-02,Canada,40,,480-114-6745,reach@sensetechnologiesinc.org
386,40fd268c-13fc-4e5b-9ffb-8d7cceb80577,Imperial Tobacco Group plc,1969-04-20,United Kingdom,14,,511-649-6799,reach@imperialtobaccogroupplc.org
387,82bea091-bdab-45fc-acda-d0ed149f2e10,Sideware Systems Inc.,1962-06-26,Canada,48,,422-101-1352,headquarters@sidewaresystemsinc.org
388,583c3af0-5fe1-4f88-91ba-9296228c8eb0,Teva Pharmaceutical Industries Ltd.,1988-08-08,Israel,40,,874-641-5724,enquiries@tevapharmaceuticalindustriesltd.org
389,f682b0c3-c07c-4029-b3ba-4383c55bb673,Millar Western Forest Products Ltd.,1988-04-18,Canada,17,,514-368-4136,marketing@millarwesternforestproductsltd.org
390,f14c0bb1-6de9-48dd-abc6-5e780745b342,Canadian Zinc Corp.,1980-02-05,Canada,19,,897-443-4366,headquarters@canadianzinccorp.org
391,6828d02d-9f75-4028-aa57-792c9c16c423,Masonite International Corp.,1982-09-18,Canada,23,,262-716-2570,sales@masoniteinternationalcorp.org
392,c1a3ecda-8409-40a8-aa76-eb4e88713da5,Professional Staff plc,1984-09-19,United Kingdom,35,,881-193-3695,marketing@professionalstaffplc.org
393,7a72c653-10d6-4cd5-82ed-fdbf14f38a34,BanColombia S.A.,1968-10-14,Colombia,31,,356-065-5148,sales@bancolombiasa.org
394,ddfdd0c9-026e-4f75-a9f9-955c8f4c3b2e,Carlton Communications plc,1982-10-31,United Kingdom,32,,330-657-8219,marketing@carltoncommunicationsplc.org
395,bbbd7173-2c60-48ef-acaa-232bf75b7881,Baltimore Technologies plc,1993-10-08,United Kingdom,43,,509-295-9994,contact@baltimoretechnologiesplc.org
396,eddfbe0d-6911-4745-b7bc-87963e2a578f,Rank Group plc,1985-07-18,United Kingdom,34,,299-742-8057,marketing@rankgroupplc.org
397,6c4ec3c8-3a67-4e8e-92da-c1dda9da53fe,APT Satellite Holdings Ltd.,1970-08-08,Bermuda,47,,953-657-5042,info@aptsatelliteholdingsltd.org
398,4301541f-5521-4a3a-a7b9-8dec36956d45,Industrias Bachoco S.A. de C.V.,1960-07-09,Mexico,46,,525-303-9041,sales@industriasbachocosadecv.org
399,343e4c38-c0f3-4dd8-abca-fc1b2df131dc,Cade Struktur Corp.,1988-02-28,Canada,12,,335-341-7207,headquarters@cadestrukturcorp.org
400,1de1f6e9-5aff-4ee2-8fa0-9db94a9e5e97,"Maxcom Telecomunicaciones, S.A. de C.V.",1994-12-10,Mexico,40,,604-804-9306,contact@maxcomtelecomunicacionessadecv.org
401,ded645a8-43ef-44f0-aed4-418b09b8cae4,Madge Networks N.V.,1982-09-17,Netherlands,44,,152-831-4939,reach@madgenetworksnv.org
402,f719a878-8acf-4a0c-8838-470226d30352,Yanzhou Coal Mining Co. Ltd.,1988-10-06,China,15,,281-776-0395,info@yanzhoucoalminingcoltd.org
403,44ef1eee-70cb-4f99-85a8-ebc8a66978fa,Las Vegas from Home.com Entertainment Inc.,1960-02-17,Canada,43,,911-008-4543,reach@lasvegasfromhomecomentertainmentinc.org
404,916f5d1e-ac41-48c8-80a4-77fe9bfebcf3,Merant plc,1989-06-06,United Kingdom,30,,284-567-5411,headquarters@merantplc.org
405,65dc1024-caf6-4643-840d-a9e0bfd8c5c8,Acambis plc,1973-10-06,United Kingdom,32,,719-419-9220,enquiries@acambisplc.org
406,ed4612b7-57f4-4503-8504-68d477e00536,ING Groep N.V.,1974-11-23,Netherlands,30,,964-863-1075,info@inggroepnv.org
407,c2d5c5b5-f7ea-49b3-8915-6226f13213e1,WorldWide Technologies Inc.,1960-03-15,Canada,32,,337-295-0611,marketing@worldwidetechnologiesinc.org
408,26e5ad27-7901-4df7-b0d6-a8e64df5b205,Progen Industries Ltd.,1991-04-20,Australia,33,,274-607-6351,reach@progenindustriesltd.org
409,c96582d5-92ec-4f85-b9f5-ce909a394ae6,Gener S.A.,1984-03-17,Chile,25,,925-573-7026,enquiries@genersa.org
410,25d17431-537f-46f5-807d-8057cf59aef2,Teleglobe Inc.,1981-09-12,Canada,23,,750-801-6866,reach@teleglobeinc.org
411,db2c79a0-d8fd-4548-b87a-b065efd5b39a,Eidos plc,1961-03-28,United Kingdom,20,,548-811-4190,headquarters@eidosplc.org
412,6b0587c9-09f7-42c6-9568-5656a8ffbf6c,IGN Internet Global Network Inc.,1968-10-28,Canada,9,,333-635-1783,reach@igninternetglobalnetworkinc.org
413,ddb6d064-3e6e-4271-8aba-2c6005126016,Scoot.com plc,1997-01-03,United Kingdom,33,,855-637-4913,enquiries@scootcomplc.org
414,b751b210-a83d-45c8-ac3b-1672e7597677,Quilmes Industrial Quinsa S.A.,1993-02-11,Luxembourg,46,,164-295-9407,hr@quilmesindustrialquinsasa.org
415,a83d9e2a-9ff5-487a-bdb3-91a69b3e0038,Datawave Systems Inc.,1962-09-09,Canada,49,,333-102-5038,contact@datawavesystemsinc.org
416,6956b86c-e9f1-42ed-a267-7340e8ac6c3c,LML Payment Systems Inc.,1971-08-11,Canada,46,,879-864-3502,hr@lmlpaymentsystemsinc.org
417,c570a607-ada5-4408-8c7c-d96fbfbcfa83,P&O Princess Cruises plc,1988-12-20,United Kingdom,30,,836-844-3386,marketing@poprincesscruisesplc.org
418,be8c94a5-c96e-4244-90e3-41ddbe5a72e0,Enterprise Oil plc,1962-07-13,United Kingdom,23,,728-589-5399,sales@enterpriseoilplc.org
419,5268e688-0672-4ad0-812f-b91499d4f6b2,Genset,1974-02-08,France,30,,558-628-3625,enquiries@genset.org
420,f48254c4-ebc1-4f7d-b8ba-3c45c4fde5b6,Ultra Petroleum Corp.,1982-10-24,Canada,13,,702-020-4319,info@ultrapetroleumcorp.org
421,611309be-1588-47f3-816f-f32b6ac92c79,Netia Holdings S.A.,1993-03-23,Poland,15,,418-147-3241,info@netiaholdingssa.org
422,3227bca3-8022-4c8b-bf6c-57153a85e29d,SGL Carbon Aktiengesellschaft,1974-03-19,Germany,49,,338-280-3043,hr@sglcarbonaktiengesellschaft.org
423,7fc09b36-0da5-4d9e-b3d3-f96266ac992b,Telemig Celular Participacoes S.A.,1970-12-28,Brazil,15,,773-415-2468,info@telemigcelularparticipacoessa.org
424,a9a72aed-73c2-4315-bae7-36906eabce00,Revenue Properties Co. Ltd.,1982-06-11,Canada,7,,914-627-1874,contact@revenuepropertiescoltd.org
425,d363c25a-4df0-4bcf-ac7f-2ea7282f13b1,"Goldcorp, Inc.",1977-11-23,Canada,41,,673-082-7462,headquarters@goldcorpinc.org
426,482e2df2-ac04-4ef2-9866-56554cfadcd1,D G Jewelry of Canada Inc.,1989-10-28,Canada,49,,784-679-8371,marketing@dgjewelryofcanadainc.org
427,7d276d29-c67a-47e6-8e77-b926ca214575,Bunzl plc,1962-12-11,United Kingdom,24,,517-183-9096,reach@bunzlplc.org
428,b9dde695-30c7-47ce-ae77-2e2c7fd57a2a,British Biotech plc,1960-02-23,United Kingdom,42,,579-528-6789,contact@britishbiotechplc.org
429,df8c1708-691f-4c5b-a9a3-a78562a9c1de,Grupo Industrial Durango S.A. de C.V.,1981-08-21,Mexico,16,,166-287-3871,headquarters@grupoindustrialdurangosadecv.org
430,0c7f735a-4327-4c59-9753-40c9e1bdd9c6,Thermo Tech Technologies Corp.,1989-06-21,Canada,42,,843-319-0678,enquiries@thermotechtechnologiescorp.org
431,59dc2309-f926-464f-a87b-e5e92b4af7ac,Perle Systems Ltd.,1969-04-20,Canada,17,,327-788-2772,enquiries@perlesystemsltd.org
432,38439777-1cc1-4892-b760-18886c709c33,ICICI Bank Ltd.,1964-01-01,India,20,,544-273-1090,enquiries@icicibankltd.org
433,84f20aa2-3afd-46b4-817f-269179dbc52b,Turbodyne Technologies Inc.,1970-01-10,Canada,31,,395-404-9032,marketing@turbodynetechnologiesinc.org
434,4e08a4b0-fc83-47b7-9a34-dbc8947f44fe,Metro International S.A.,1965-09-29,Luxembourg,9,,274-231-3400,marketing@metrointernationalsa.org
435,3b2c01ce-769b-4219-aa92-e6ec38daa70c,mmO2 plc,1977-11-08,United Kingdom,8,,233-538-5799,info@mmo2plc.org
436,d6bd8593-1b28-4e7e-b277-5d3ba43aa03e,Bestel S.A. de C.V.,1990-11-04,Mexico,21,,491-173-6869,contact@bestelsadecv.org
437,73efd116-5ee5-401d-b2ee-32ffcc6e973a,Art Advanced Research Technologies Inc.,1962-11-18,Canada,16,,161-439-9750,marketing@artadvancedresearchtechnologiesinc.org
438,2c90bffa-1e9a-47e2-a92c-033e4ca8f859,GlaxoSmithKline plc,1993-02-27,United Kingdom,14,,672-366-5339,hr@glaxosmithklineplc.org
439,c85d855c-d916-4c89-b981-015899b19d0e,"Grupo TMM, S.A. de C.V.",1978-05-26,Mexico,50,,170-148-7483,info@grupotmmsadecv.org
440,fb032283-4513-4848-8323-9f36d02c2be6,Santa Isabel S.A.,1987-11-02,Chile,37,,782-728-0399,sales@santaisabelsa.org
441,db2c79a0-d8fd-4548-b87a-b065efd5b39a,Eidos plc,1973-07-20,United Kingdom,49,,548-811-4190,hr@eidosplc.org
442,36bb92dd-0462-4075-8d7e-8172647d8895,ICOS Vision Systems Corp N.V.,1990-05-14,Belgium,28,,178-082-8560,sales@icosvisionsystemscorpnv.org
443,e381f276-1cc0-4573-bdb9-be7b54095601,China Southern Airlines Corp. Ltd.,1983-12-24,China,47,,858-046-5688,hr@chinasouthernairlinescorpltd.org
444,337e67a8-e6da-4126-9139-b729254cc7f7,TLC The Laser Center Inc.,1980-10-16,Canada,32,,580-023-4476,marketing@tlcthelasercenterinc.org
445,209069f4-526b-4f1c-a38c-9924dec2a645,AdvantExcel.com Communications Corp.,1980-12-20,Canada,6,,735-130-4890,reach@advantexcelcomcommunicationscorp.org
446,918b6fe7-72b7-4bc5-80f7-f3773f4d9ea8,Peaksoft Multinet Corp.,1974-11-08,Canada,39,,528-646-0216,enquiries@peaksoftmultinetcorp.org
447,9904ab1e-a0d7-47e1-816e-862abb407c9f,Domtar Inc.,1964-07-15,Canada,37,,217-750-2868,info@domtarinc.org
448,24e25076-676a-4dee-81aa-caf50d55185e,Euro-Tech Holdings Inc.,1988-01-09,British Virgin Islands,12,,381-767-5166,marketing@eurotechholdingsinc.org
449,2f29c237-91d6-436e-ba7e-088832db9604,PLC Systems Inc.,1989-06-12,Canada,8,,846-689-9458,headquarters@plcsystemsinc.org
450,2dd82e46-ab1d-474a-8608-90a58d416b0e,Aerco Ltd.,1990-10-23,United Kingdom,21,,926-308-2080,info@aercoltd.org
451,4a1598d2-c9cd-45bf-8be4-ce678507ce72,Cresud Sacif,1976-08-19,Argentina,30,,309-321-5459,headquarters@cresudsacif.org
452,450844b3-4c25-483d-ba0f-f2793bc07cd7,TAT Technologies Ltd.,1983-07-04,Israel,44,,738-582-2813,marketing@tattechnologiesltd.org
453,53dea010-8d7a-4991-8d7e-eb847cafc3f3,NDS Group plc,1996-07-26,United Kingdom,25,,317-111-1040,sales@ndsgroupplc.org
454,9bc23a67-0dcb-45dc-a856-21b13f88f7be,Innogy Holdings plc,1991-04-21,United Kingdom,9,,297-862-6079,sales@innogyholdingsplc.org
455,b98f5b6f-1832-4142-96d7-f3a9cba715e8,Workstream Inc.,1962-06-27,Canada,30,,733-702-0485,marketing@workstreaminc.org
456,0d7ac910-cb2c-405d-a415-a455567f828b,Trintech Group plc,1980-06-03,Ireland,19,,943-281-3443,reach@trintechgroupplc.org
457,8a968c63-e575-47f8-a003-abbb4ef63914,Esat Group Ltd,1995-07-22,Ireland,35,,177-532-4925,enquiries@esatgroupltd.org
458,b8118bf3-f83a-410c-92fd-e450eef4efb7,HMV Media Group plc,1992-09-03,United Kingdom,50,,717-375-2801,marketing@hmvmediagroupplc.org
459,c2be751e-097f-4f54-ace3-d6efda2c4279,Taiwan Semiconductor Manufacturing Co. Ltd.,1971-08-08,Taiwan,15,,737-076-7266,marketing@taiwansemiconductormanufacturingcoltd.org
460,fed2f5c0-c815-494f-840a-dec2d12890ec,Buenos Aires Embotelladora S.A.-BAESA,1985-07-30,Argentina,22,,339-718-6936,hr@buenosairesembotelladorasabaesa.org
461,879027c6-5ee8-45bc-b625-edd0948f1948,Telecomunicaios de Sao Paulo S.A. - Telesp,1964-02-19,Brazil,34,,501-059-4116,hr@telecomunicaiosdesaopaulosatelesp.org
462,411bd53f-b7fb-48c7-98f4-b5e450cac18d,London Pacific Group Ltd.,1996-10-18,United Kingdom,48,,192-178-9071,sales@londonpacificgroupltd.org
463,706dc2c8-e279-4806-a6fb-d2acff9a420b,Canadian Pacific Railway Ltd.,1985-06-26,Canada,50,,825-536-9513,contact@canadianpacificrailwayltd.org
464,f6efb777-fa1d-4b98-957c-3ce0d38bf68b,Companhia Energetica de Minas Gerais - CEMIG,1980-08-21,Brazil,23,,850-594-2843,marketing@companhiaenergeticademinasgeraiscemig.org
465,26d84eb3-dcbd-4047-9faf-1a6df73a5259,Trade Wind Communications Ltd.,1975-07-01,Bermuda,8,,644-722-9925,reach@tradewindcommunicationsltd.org
466,21ab3fe5-2caa-47c6-9c91-7b482f746e68,ETZ Lavud Ltd.,1985-02-19,Israel,27,,876-833-4451,contact@etzlavudltd.org
467,67669171-899d-45e8-b261-c430caf46eb6,Gemplus International S.A.,1981-05-06,Luxembourg,18,,721-838-3408,enquiries@gemplusinternationalsa.org
468,38d2eeb9-e5dc-45f0-a36d-50300aacbc29,Globex Mining Enterprises Inc.,1993-11-27,Canada,15,,269-563-8318,enquiries@globexminingenterprisesinc.org
469,991d6e81-7ddf-45a4-af92-0ec71e230dc5,Nortel Inversora S.A.,1967-11-14,Argentina,7,,148-415-2508,headquarters@nortelinversorasa.org
470,567c0b01-1f9d-4f83-beac-08908ee4d130,Grupo Elektra S.A.,1984-04-14,Mexico,24,,952-602-3879,headquarters@grupoelektrasa.org
471,5f74f89e-d0df-47e9-b263-32290756e876,Ritchie Bros. Auctioneers Inc.,1983-10-23,Canada,25,,412-735-3676,info@ritchiebrosauctioneersinc.org
472,0248bd60-5fa4-4b70-99fd-64c3a1cefc10,Bakbone Software Inc.,1983-06-27,Canada,42,,673-168-3862,contact@bakbonesoftwareinc.org
473,f6809789-4945-4de5-8849-46dfcfe81c7e,Breakwater Resources Ltd.,1983-01-07,Canada,42,,345-380-3935,enquiries@breakwaterresourcesltd.org
474,eddfbe0d-6911-4745-b7bc-87963e2a578f,Rank Group plc,1975-09-22,United Kingdom,31,,299-742-8057,contact@rankgroupplc.org
475,5dadd16c-3b30-4304-a0b1-f8c7f7c16d74,Akzo Nobel N.V.,1978-01-09,Netherlands,24,,886-256-7235,headquarters@akzonobelnv.org
476,c96582d5-92ec-4f85-b9f5-ce909a394ae6,Gener S.A.,1979-07-11,Chile,42,,925-573-7026,sales@genersa.org
477,7e842bd6-d82f-4fd1-a436-ee4bbc16c6aa,Sulzer Medica Ltd.,1981-04-17,Switzerland,6,,558-050-1939,info@sulzermedicaltd.org
478,7c7b108b-8fb1-43f5-b111-75ca4acfe4fa,Astris Energi Inc.,1986-01-10,Canada,15,,219-329-6113,headquarters@astrisenergiinc.org
479,2248ae9e-8c3e-46bc-808f-748201d3e0f8,Versatel Telecom International N.V.,1992-07-13,Netherlands,28,,188-758-9214,contact@versateltelecominternationalnv.org
480,166abc00-8b65-4eda-8886-5171d04d0e49,Flotek Industries Inc.,1987-10-24,Canada,30,,569-149-3454,headquarters@flotekindustriesinc.org
481,24efece6-bda7-4cf8-a077-6b84560dbd9f,Xenova Group plc,1960-08-22,United Kingdom,8,,932-236-5650,headquarters@xenovagroupplc.org
482,f114590e-b2cd-4975-9f9c-6eaf32f8fbb0,QSound Labs Inc.,1992-09-28,Canada,21,,161-418-6901,contact@qsoundlabsinc.org
483,e3da2b87-ee33-4eef-8268-c38537a4385d,Buffalo Diamonds Ltd.,1965-11-11,Canada,11,,114-155-1804,sales@buffalodiamondsltd.org
484,5f9fd62b-460d-4184-b958-4be6e8ee5ca9,Creative Technology Ltd.,1991-01-21,Singapore,5,,136-438-7707,headquarters@creativetechnologyltd.org
485,ae6781e2-d1f0-4464-9256-58c53e4fb377,Quebecor World Inc.,1963-05-02,Canada,16,,157-034-6776,headquarters@quebecorworldinc.org
486,82656a8b-70df-44f4-babc-8885e4430c30,Fletcher Challenge Forests Ltd.,1977-08-31,New Zealand,20,,197-299-1479,enquiries@fletcherchallengeforestsltd.org
487,976835c9-3883-4547-bfaa-41f14f247fd1,Chartered Semiconductor Manufacturing Ltd.,1994-12-18,Singapore,11,,866-372-3739,hr@charteredsemiconductormanufacturingltd.org
488,fe12a755-2a08-4926-a4ad-3c5440f046fc,Digitale Telekabel AG,1982-12-28,Germany,38,,730-647-1011,marketing@digitaletelekabelag.org
489,e8ad0cb1-f939-4d15-9559-04c0964b0cca,Dynamic Oil & Gas Ltd.,1963-05-15,Canada,37,,687-698-8726,contact@dynamicoilgasltd.org
490,46c9b7df-61df-4df7-8069-93a3b6e2797d,International Absorbents Inc.,1964-11-06,Canada,8,,545-120-2157,enquiries@internationalabsorbentsinc.org
491,39ebb845-9347-4a40-995f-3feb8655075d,Provida Pension Fund Administrator,1981-01-01,Chile,26,,597-580-4118,reach@providapensionfundadministrator.org
492,c970e883-f380-489d-800d-0076d8d55617,Kubota Corp.,1987-07-03,Japan,7,,476-602-0340,headquarters@kubotacorp.org
493,31a99cbe-e85f-46e5-a7a0-12d196626c92,Jacada Ltd.,1994-01-29,Israel,24,,781-034-2262,sales@jacadaltd.org
494,a52c8a32-d1ee-4d0b-92da-9896857b4c39,Brocker Technology Group Ltd.,1979-01-26,Canada,29,,957-662-2465,enquiries@brockertechnologygroupltd.org
495,36096aad-e024-4bf9-97c7-0c2a3deb0de3,Intasys Corp.,1963-10-01,Canada,31,,759-183-6178,contact@intasyscorp.org
496,ae6781e2-d1f0-4464-9256-58c53e4fb377,Quebecor World Inc.,1977-05-26,Canada,43,,157-034-6776,hr@quebecorworldinc.org
497,ca539f8d-33ae-4682-a45f-db069018d294,Royal Olympic Cruise Lines Inc.,1977-09-03,Liberia,5,,879-504-6644,reach@royalolympiccruiselinesinc.org
498,c82cbf4f-6d58-4958-8291-c0fd13a9a26c,Range Petroleum Corp.,1982-02-07,Canada,41,,694-445-6690,info@rangepetroleumcorp.org
499,bbfbf911-c64d-47c2-b2fa-a72c450a9043,Northern Crown Mines Ltd.,1963-01-16,Canada,44,,999-814-1911,enquiries@northerncrownminesltd.org
500,7fc09b36-0da5-4d9e-b3d3-f96266ac992b,Telemig Celular Participacoes S.A.,1991-03-26,Brazil,44,,773-415-2468,enquiries@telemigcelularparticipacoessa.org
501,196e51d9-1d0c-4c20-b0e4-309c33b85ebb,ATNA Resources Ltd.,1967-08-09,Canada,29,,103-039-9012,headquarters@atnaresourcesltd.org
502,d177187e-f5f8-4075-802d-4eba2c3d74d1,Creo Products Inc.,1979-03-05,Canada,37,,438-022-6732,sales@creoproductsinc.org
503,de9e1b21-3ff1-442b-908a-08ad48375845,Investors Group Inc.,1991-06-25,Canada,45,,253-873-4022,reach@investorsgroupinc.org
504,78a3ca2e-096e-43bd-8679-b84d5a50a047,Placer Dome Inc.,1984-12-06,Canada,47,,839-419-2424,reach@placerdomeinc.org
505,0361a4fe-d6cc-450d-96f7-c792bd68ab16,CRH plc,1968-03-13,Ireland,27,,984-475-9412,reach@crhplc.org
506,482e2df2-ac04-4ef2-9866-56554cfadcd1,D G Jewelry of Canada Inc.,1991-10-18,Canada,47,,784-679-8371,enquiries@dgjewelryofcanadainc.org
507,75518b01-bf6b-4616-a838-9ad8dc0da54c,San Antonios Resources Inc.,1988-01-29,Canada,48,,765-167-6620,reach@sanantoniosresourcesinc.org
508,edd832db-4c02-4dec-a41f-392eb91e3049,MEPC plc,1974-09-04,United Kingdom,39,,332-191-2830,marketing@mepcplc.org
509,0c7f735a-4327-4c59-9753-40c9e1bdd9c6,Thermo Tech Technologies Corp.,1990-01-08,Canada,31,,843-319-0678,reach@thermotechtechnologiescorp.org
510,4fe26166-bb77-4a5e-95a6-125021f6a790,Paradigm Geophysical Ltd.,1978-01-05,Israel,17,,980-260-9463,headquarters@paradigmgeophysicalltd.org
511,edf3f283-518c-4188-bdc3-90ff815fdfe4,Elron Electronic Industries Ltd.,1964-08-08,Israel,42,,352-190-2741,info@elronelectronicindustriesltd.org
512,0efbf846-b408-4d74-bff1-2f83581ca5ea,Teck Ltd.,1962-01-07,Canada,49,,709-329-3640,info@teckltd.org
513,ce0b6b35-8e9a-415a-a806-6088b9928df4,Fairmont Hotels & Resorts Inc.,1995-03-30,Canada,36,,495-336-2148,hr@fairmonthotelsresortsinc.org
514,5f74f89e-d0df-47e9-b263-32290756e876,Ritchie Bros. Auctioneers Inc.,1990-03-12,Canada,16,,412-735-3676,enquiries@ritchiebrosauctioneersinc.org
515,611309be-1588-47f3-816f-f32b6ac92c79,Netia Holdings S.A.,1965-02-23,Poland,25,,418-147-3241,marketing@netiaholdingssa.org
516,9aba6f11-01a9-4bf8-8c26-d584ced71000,Franklin Lake Resources Ltd.,1978-01-14,Canada,5,,468-375-3827,headquarters@franklinlakeresourcesltd.org
517,df6f0044-5e8d-47e3-b16c-0fd6992b356f,Creator Capital Ltd.,1988-12-10,Canada,40,,219-730-4759,reach@creatorcapitalltd.org
518,9d3b9bbb-0cc4-4be4-8214-04d3db9910eb,Top Image Systems Ltd.,1990-12-28,Israel,40,,202-296-6766,reach@topimagesystemsltd.org
