registeration number,name,establied date,country,number of employes,purpose,phone number,email
0a2d43ee-54b4-469c-846f-2aa683d5e014,Wavecom S.A.,12/21/1994,France,14,,252-504-2088,marketing@wavecomsa.org
404db520-5cbd-4157-9379-f720fe93426a,"Alestra, S de R.L. de C.V.",2/27/1962,Mexico,11,,788-105-8695,enquiries@alestrasderldecv.org
a9acb93b-5c68-4f01-b35b-c892ec9c94ea,Cinram International Ltd.,3/30/1966,Canada,31,,227-857-4202,contact@cinraminternationalltd.org
9bc0b0aa-d363-439b-a94f-2f494a9c9ca0,Hilan Tech Ltd.,7/19/1996,Israel,32,,477-437-8573,info@hilantechltd.org
4b9ea90e-372e-4d54-8e70-f3750d3717d3,"Grupo Iusacell Celular, S.A. de C.V.",8/13/1990,Mexico,19,,299-625-0479,reach@grupoiusacellcelularsadecv.org
a2c5f68c-deb3-44e8-8dbc-08a0d5300070,Avecia Group plc,10/8/1965,United Kingdom,42,,616-754-8943,enquiries@aveciagroupplc.org
6e48fdce-b8cf-425c-b00f-169b0350031c,TPG N.V.,5/12/1975,Netherlands,40,,763-054-4800,reach@tpgnv.org
40c49dc9-bc3a-406e-b49d-65d2e5e781b1,Cambridge Antibody Technology Group plc,7/10/1979,United Kingdom,24,,952-634-3622,reach@cambridgeantibodytechnologygroupplc.org
7b7bcece-a2f1-459a-92fc-2c5d3f345923,Magna International Inc.,8/17/1974,Canada,21,,587-885-2444,headquarters@magnainternationalinc.org
626cb3db-be5f-4ba7-9241-d7385422cb8e,Stolt Nielsen S.A.,2/23/1996,Luxembourg,13,,611-449-5184,sales@stoltnielsensa.org
32b8370b-b16f-40d3-b329-c1c3659b993e,Usinor Sacilor,10/28/1972,France,18,,964-840-4772,marketing@usinorsacilor.org
35648289-f854-4b8e-8f16-b26769551a26,Petsec Energy Ltd.,1/14/1991,Australia,10,,230-613-3704,sales@petsecenergyltd.org
001fc951-10d8-4eac-bb34-e92e12c02c28,Coniagas Resources Ltd,7/26/1987,Canada,45,,981-149-6794,marketing@coniagasresourcesltd.org
d2eea8bc-bb91-4738-8c41-b4b4b93168eb,Normandy Yandal Operations Ltd.,10/5/1963,Australia,48,,129-083-2348,contact@normandyyandaloperationsltd.org
34ea2e38-1ef1-48e1-87eb-2f9103880af1,Banco Santander - Chile,4/25/1974,Chile,27,,265-392-8865,enquiries@bancosantanderchile.org
5889f52f-9795-4364-8253-33fa58988e98,Latin American Export Bank,12/29/1964,Panama,22,,685-214-7911,sales@latinamericanexportbank.org
1765df01-ae1f-483d-997e-0c4645242c80,B & H Ocean Carriers Ltd.,7/15/1982,Liberia,30,,335-047-3842,headquarters@bhoceancarriersltd.org
0d46f44f-fcf3-4c1b-b4bf-7938a0df473c,Fantom Technologies Inc.,6/23/1981,Canada,26,,874-420-3357,hr@fantomtechnologiesinc.org
817b7103-7350-45b8-957f-2206062247b2,Unibail,5/29/1994,France,42,,208-016-3973,headquarters@unibail.org
ac388b2f-4256-4c96-90a3-f98f276ea304,Madeco S.A.,5/24/1960,Chile,9,,867-094-2208,marketing@madecosa.org
02d94bf1-eea7-42be-a290-5f7e06281f80,Derek Resources Corp.,1/28/1991,Canada,15,,457-359-4358,headquarters@derekresourcescorp.org
94eb8f85-e0a9-4190-a226-03c9e2d2ea4d,Cryptologic Inc.,9/19/1986,Canada,5,,687-175-0790,sales@cryptologicinc.org
25a20935-d90e-4b6d-934e-9e28a8aac4d7,Pacific Internet Ltd.,8/19/1993,Singapore,8,,561-135-5311,enquiries@pacificinternetltd.org
644342ad-7d41-4e25-8c26-eecc015ebda1,Nexen Inc.,1/20/1975,Canada,38,,364-836-8663,marketing@nexeninc.org
9b1cddb7-66d9-4de3-948b-5b5ebb2bba09,Plaintree Systems Ltd.,9/28/1975,Canada,34,,875-682-0372,headquarters@plaintreesystemsltd.org
92d3d376-6a50-4cb3-a83b-9b1f10c4107b,Infovista S.A.,8/17/1970,France,35,,521-346-4762,hr@infovistasa.org
9ea38911-9621-403a-a99d-4b3e4202820a,Richmont Mines Inc.,4/13/1974,Canada,26,,590-173-9800,contact@richmontminesinc.org
bbddbfb2-3053-46a0-b089-5a089547823d,Madge Networks N.V.,11/11/1994,Netherlands,50,,509-570-4352,marketing@madgenetworksnv.org
c7534414-04a4-4bb9-a631-febe66eca4e7,Golden Star Resources Ltd.,6/6/1960,Canada,24,,950-597-4792,enquiries@goldenstarresourcesltd.org
be44c373-e023-4d19-9173-c67c9672cc78,Ricoh Company Ltd.,4/12/1966,Japan,14,,420-345-0095,contact@ricohcompanyltd.org
82502f34-48f0-4ac5-ac2b-641d94c1cf4f,Brandera.com Inc.,9/12/1964,Canada,43,,190-266-8616,sales@branderacominc.org
fde123fd-146d-4305-bc3c-94df504a88ad,William Hill Ltd.,4/11/1994,United Kingdom,18,,815-720-6273,hr@williamhillltd.org
edf9a6d7-7099-47f4-ab53-6dc6965ed661,Telekom Austria,9/18/1965,Austria,10,,346-113-0622,reach@telekomaustria.org
4636cd62-4915-404c-b4f2-05dcda8fb27c,Asia Pacific Wire & Cable Corp. Ltd.,4/21/1971,Bermuda,24,,678-278-0908,info@asiapacificwirecablecorpltd.org
4ac32bcb-dcbd-43f3-944e-2fd132357658,Ryanair Holdings plc,6/20/1985,Ireland,22,,966-349-8349,sales@ryanairholdingsplc.org
37d3b4aa-25ae-4cd9-97e5-476c1a5234e1,Olicom A/S,5/12/1992,Denmark,34,,467-797-5753,enquiries@olicomas.org
8eb56263-5af1-4dfd-8889-f530d7706c2d,Elbit Systems Ltd.,8/26/1976,Israel,20,,584-559-5001,reach@elbitsystemsltd.org
e05b3c9a-1f47-42ac-8680-f62619499ca3,Adrian Resources Ltd.,5/8/1974,Canada,44,,813-160-2929,enquiries@adrianresourcesltd.org
4bacb6db-386b-4b0b-bed7-b5372c13f079,SBS Broadcasting S.A.,4/30/1990,Luxembourg,43,,691-802-7391,enquiries@sbsbroadcastingsa.org
01ac130d-2bfa-46bf-9710-68a4f4416eba,Ritchie Bros. Auctioneers Inc.,5/3/1965,Canada,39,,937-623-8990,marketing@ritchiebrosauctioneersinc.org
15c2f48a-cd12-4f85-8cbb-274ef5d4f268,Gilat Satellite Networks Ltd.,10/6/1995,Israel,46,,906-176-3559,enquiries@gilatsatellitenetworksltd.org
4005b9f0-05e4-4f70-9bf5-35280cbc0faf,PrimaCom AG,1/22/1997,Germany,42,,702-673-5347,hr@primacomag.org
b9631384-7089-4915-a528-51b1e1aebe92,Song Networks Holding AB,3/26/1970,Sweden,35,,353-520-3925,enquiries@songnetworksholdingab.org
eca7c4b2-eafa-404b-babc-950bb0376cfc,Call Net Enterprises Inc.,5/6/1983,Canada,26,,556-323-1123,info@callnetenterprisesinc.org
cc6e1e8b-9db0-4ebf-8b85-2614e1826784,Fresenius Medical Care AG,11/7/1968,Germany,9,,749-577-9550,marketing@freseniusmedicalcareag.org
5418f844-3823-451c-af9c-535b35f8f3f6,Partner Communications Co. Ltd.,1/6/1964,Israel,12,,664-662-9539,sales@partnercommunicationscoltd.org
89f99690-ab95-4b16-bbc1-1979c2d59b48,Polska Telefonia Cyfrowa Sp Z o o.,10/12/1985,Poland,44,,509-664-4948,reach@polskatelefoniacyfrowaspzoo.org
1c155471-8ebb-4ed0-8765-1f132de7f337,Six Continents plc,3/3/1990,United Kingdom,29,,687-567-0377,sales@sixcontinentsplc.org
2db5482d-ed24-4fa5-b530-8a7135670f2b,Tele Centro Oeste Celular Participacoes S.A.,4/7/1978,Brazil,18,,676-287-8260,marketing@telecentrooestecelularparticipacoessa.org
20251758-d702-433a-9299-0af8daaf6f20,Globex Mining Enterprises Inc.,6/8/1964,Canada,41,,588-453-7820,headquarters@globexminingenterprisesinc.org
230498f9-95ef-41db-8e2e-886adacd063a,Orckit Communications Ltd.,6/25/1979,Israel,25,,318-387-0544,enquiries@orckitcommunicationsltd.org
459db778-c4a8-498e-a7ce-144b62914c8d,Crosswave Communications Inc.,4/4/1963,Japan,17,,816-271-2411,marketing@crosswavecommunicationsinc.org
c071f759-6de7-4688-9356-3bbb160d5d60,Yellow Pages Ltd.,8/19/1982,Netherlands,18,,589-403-6772,hr@yellowpagesltd.org
a3988177-25cb-48e2-b93d-f58822f958cc,Iona Technologies Ltd.,11/27/1967,Ireland,17,,434-210-9681,hr@ionatechnologiesltd.org
d6dd1105-7cfc-4df4-b3c0-fe22f9da3492,Royal Dutch Petroleum Co.,12/9/1962,Netherlands,43,,821-473-8718,contact@royaldutchpetroleumco.org
f3329f61-5bf0-4185-a799-7569611a7046,Lorus Therapeutics Inc.,10/16/1974,Canada,13,,997-432-6766,enquiries@lorustherapeuticsinc.org
3efc9dff-d9c0-4f0d-a9f2-2697d82e2a19,Koor Industries Ltd.,1/9/1971,Israel,27,,270-767-6145,enquiries@koorindustriesltd.org
2d7fc353-f7b2-4a15-852b-bd5faac35cf2,Accelio Corp.,7/5/1982,Canada,15,,198-637-1144,reach@acceliocorp.org
002f3506-5c39-4d4b-8099-82f3ab34195a,Sulzer Medica Ltd.,9/26/1961,Switzerland,31,,197-300-0272,reach@sulzermedicaltd.org
9e78ca87-8919-4191-8fc0-c3e49acb81ec,Tubos de Acero de Mexico S.A.,12/18/1975,Mexico,7,,593-198-4141,reach@tubosdeacerodemexicosa.org
09020c51-0eb0-4f4a-91a8-aa56308f63d1,"Vasogen, Inc.",1/16/1976,Canada,13,,770-680-1185,info@vasogeninc.org
6e40fd73-5043-4947-8255-e91371060de6,Princeton Media Group Inc.,3/27/1986,Canada,50,,705-816-4823,sales@princetonmediagroupinc.org
b4e76dd1-94b3-4faf-bede-7af5f20ee309,Telefonica de Argentina S.A.,7/31/1966,Argentina,13,,263-540-8388,info@telefonicadeargentinasa.org
75315b3c-e3ea-45e5-a22c-68c3894bc534,Top Image Systems Ltd.,6/20/1974,Israel,14,,722-005-4229,hr@topimagesystemsltd.org
cf13b42a-2304-42f4-a4b8-6763af7ca5f0,Deutsche Telekom AG,7/26/1985,Germany,12,,842-113-2032,enquiries@deutschetelekomag.org
cfd886de-aa78-4f45-8c85-dfbaa1c58c9c,Petroleos de Venezuela,8/31/1978,Venezuela,13,,283-090-8773,info@petroleosdevenezuela.org
c940a009-f04b-4699-9b64-1e84456219d9,Claxson Interactive Group plc,3/2/1965,British Virgin Islands,36,,708-806-8059,marketing@claxsoninteractivegroupplc.org
94cd1621-45f6-45e5-acac-0c55172f808b,Esat Group Ltd,7/9/1996,Ireland,28,,913-525-5315,contact@esatgroupltd.org
93a07841-1a9f-44e4-ba06-aa6721fbcf3d,Precision Drilling Corp.,6/8/1970,Canada,30,,825-332-3221,headquarters@precisiondrillingcorp.org
f8b54aa4-6103-4d52-8779-56411a905a5a,Oromin Explorations Ltd.,5/13/1962,Canada,17,,414-707-0493,info@orominexplorationsltd.org
1d99081b-0dce-4680-ae8a-130d8e5c4935,BG Group plc,2/13/1968,United Kingdom,38,,323-302-5756,enquiries@bggroupplc.org
dc46b9e7-a5cc-4ba7-8785-e8c9b4ab1d4f,Fahnestock Viner Holdings Inc.,2/14/1960,Canada,31,,635-021-9295,headquarters@fahnestockvinerholdingsinc.org
99d48381-dacd-49fa-abc2-83dd56cf8ecc,Laidlaw Inc.,5/9/1963,Canada,6,,190-868-6869,info@laidlawinc.org
6ad42458-7765-451b-990d-9594f56be3da,Vina Concha y Toro S.A.,1/25/1990,Chile,50,,530-771-2191,headquarters@vinaconchaytorosa.org
9a8ad565-c97e-4965-867a-b74078913997,Global SantaFe Corp.,4/3/1975,Cayman Islands,5,,470-134-1855,info@globalsantafecorp.org
9fa3588c-26ad-4881-91ab-55ec456bbbc3,Nortran Pharmaceuticals Inc.,3/19/1980,Canada,24,,887-224-2263,contact@nortranpharmaceuticalsinc.org
9bc0b0aa-d363-439b-a94f-2f494a9c9ca0,Hilan Tech Ltd.,9/10/1979,Israel,25,,477-437-8573,sales@hilantechltd.org
0f031909-81c0-44ea-9efe-4c3978c88f43,Companhia Siderurgica Nacional,4/28/1960,Brazil,16,,760-115-2397,reach@companhiasiderurgicanacional.org
0845a10c-bf00-40e0-814c-902ca9b672e7,Pacific Century Cyberworks Ltd.,2/12/1992,Hong Kong,18,,965-714-7921,contact@pacificcenturycyberworksltd.org
55af756b-5a62-474c-9d03-41c9fec7a8f8,FirstService Corp.,5/26/1986,Canada,25,,548-446-0930,reach@firstservicecorp.org
8f15e4bb-6d07-411c-b333-ad6ae2c8f76f,A B SKF,10/2/1980,Sweden,5,,341-582-0894,enquiries@abskf.org
d5029ff0-304e-411b-9d3e-bc7c1e6da8db,Radvision Ltd.,12/11/1978,Israel,37,,977-866-3946,enquiries@radvisionltd.org
5ec209a0-97bb-4572-b151-733cbfec8af8,EPCOS AG,10/4/1991,Germany,7,,666-127-9973,info@epcosag.org
e068c8a1-f87c-4f9e-879c-29f70a3f2a87,Fisher & Paykel Industries Ltd.,7/13/1968,New Zealand,40,,798-805-2088,sales@fisherpaykelindustriesltd.org
fd7b3c83-d188-42ef-af2e-4bf72a27c9b6,Sungold Entertainment Corp.,7/11/1974,Canada,25,,126-070-8595,marketing@sungoldentertainmentcorp.org
dda6749e-ef93-4d8b-90e1-dbacf7331805,Mahanagar Telephone Nigam Ltd.,8/24/1967,India,32,,860-687-0655,enquiries@mahanagartelephonenigamltd.org
b895ccda-38b7-4fbb-82a0-1ed001566f6c,Texon International plc,10/29/1961,United Kingdom,26,,415-529-7304,marketing@texoninternationalplc.org
58723e1d-575e-4d81-93d7-e632e3f7937b,Energis plc,7/20/1982,United Kingdom,11,,597-476-1636,info@energisplc.org
20eaec5c-f3dc-4a2e-8e24-cb63e52e6800,Doman Industries Ltd.,9/6/1977,Canada,35,,862-137-7129,enquiries@domanindustriesltd.org
c7534414-04a4-4bb9-a631-febe66eca4e7,Golden Star Resources Ltd.,3/29/1988,Canada,49,,950-597-4792,contact@goldenstarresourcesltd.org
504d834a-daed-4e1c-a269-16cf182534da,"TV Azteca, S.A. de C.V.",6/8/1977,Mexico,15,,267-691-6211,marketing@tvaztecasadecv.org
d490577a-ae76-474f-a3aa-0026cb95afa7,PKI Solutions Inc.,1/20/1965,Bahamas,31,,250-481-5801,headquarters@pkisolutionsinc.org
0b73e9cd-188f-49e2-8061-920fff133bca,Anthony Clark International Insurance Brokers Inc.,6/8/1996,Canada,20,,730-756-2547,marketing@anthonyclarkinternationalinsurancebrokersinc.org
c1d15a57-bcd8-4682-88b2-61a5a8178060,Hydro One Inc.,6/8/1982,Canada,14,,261-517-2403,info@hydrooneinc.org
d30e7e23-3c41-4f4a-b7e0-06ba7910e574,Norsat International Inc.,12/25/1968,Canada,45,,650-838-8867,info@norsatinternationalinc.org
0c90d57d-1ae4-46fd-9795-708e829b1090,Aerco Ltd.,12/28/1977,United Kingdom,13,,128-832-2291,enquiries@aercoltd.org
75315b3c-e3ea-45e5-a22c-68c3894bc534,Top Image Systems Ltd.,2/15/1969,Israel,26,,722-005-4229,hr@topimagesystemsltd.org
0a4a2a35-7954-4d96-a947-e7d669d26704,ASE Test Ltd.,11/20/1981,Singapore,18,,552-169-2753,reach@asetestltd.org
817b7103-7350-45b8-957f-2206062247b2,Unibail,10/3/1976,France,28,,208-016-3973,headquarters@unibail.org
f2f5a6e5-99d4-41a3-bf8b-45860f7f9ae5,Pepsi-Gemex S.A. de C.V.,3/31/1968,Mexico,50,,530-829-8760,info@pepsigemexsadecv.org
f61abfc0-e657-4ca6-8387-8b535aaa9793,Empresa Nacional de Electricidad S.A. - Endesa,12/2/1977,Chile,23,,458-056-0135,reach@empresanacionaldeelectricidadsaendesa.org
e26113ee-cb0c-47f9-859e-a893fb54c5a6,Companhia de Alimentos Fargo,7/18/1961,Argentina,9,,958-093-7348,contact@companhiadealimentosfargo.org
ccf01248-8d3e-4997-bb41-23316d20d375,Cable Satisfaction International Inc.,5/1/1982,Canada,43,,643-866-3965,reach@cablesatisfactioninternationalinc.org
732443d4-bb9f-4c9f-83cc-aba24f78ca02,WMC Ltd.,12/15/1964,Australia,25,,947-232-6751,reach@wmcltd.org
cc90dcc9-58fe-4cf1-8e09-df44633b7f41,Celltech Group plc,10/31/1979,United Kingdom,13,,761-302-7826,marketing@celltechgroupplc.org
8a387217-a573-4edd-be43-aa54f28e21dd,Imax Corp.,12/8/1982,Canada,32,,673-140-0629,reach@imaxcorp.org
d17739b1-b7db-4f7b-bf0f-792232f9fec9,Central Minera Corp.,12/9/1993,Canada,30,,781-288-0434,hr@centralmineracorp.org
0a4a2a35-7954-4d96-a947-e7d669d26704,ASE Test Ltd.,8/19/1969,Singapore,9,,552-169-2753,enquiries@asetestltd.org
4c3cdbcc-3c3e-4457-8449-873cd0817676,Microcell Telecommunications Inc.,11/19/1993,Canada,26,,829-316-3010,reach@microcelltelecommunicationsinc.org
d98e5e20-cbd4-46c6-8ab4-5456afea727c,Instrumentarium Corp.,11/5/1990,Finland,25,,638-412-8310,sales@instrumentariumcorp.org
6f8ce4b9-203a-4386-82dd-f9020466fc71,Ashanti Goldfields Co. Ltd.,9/29/1960,Ghana,5,,301-025-4072,sales@ashantigoldfieldscoltd.org
ff1aed34-a75f-42af-8bcc-5e1401b14fcb,Dundee Bancorp Inc.,9/20/1974,Canada,10,,903-614-7850,contact@dundeebancorpinc.org
19d36f85-717c-430c-870f-a2db61df1afd,Altarex Corp.,2/5/1977,Canada,49,,145-132-1993,sales@altarexcorp.org
2e17b743-938a-4241-9514-a6594444c250,AstraZeneca plc,4/7/1973,United Kingdom,9,,898-643-9534,hr@astrazenecaplc.org
b2219b0e-a525-4f22-b9ff-f780c01b6d00,Rhodia,11/11/1989,France,30,,583-692-6929,marketing@rhodia.org
73cb67e8-3657-412a-9c3b-6215c520cebf,TransAlta Corp.,11/9/1986,Canada,26,,404-320-4613,contact@transaltacorp.org
39155cee-50b3-41ef-a478-eac704bfd6ec,Flotek Industries Inc.,8/31/1984,Canada,12,,507-750-5340,hr@flotekindustriesinc.org
90cdc591-f3db-40d1-954f-a6342a03e850,Archangel Diamond Co.,12/24/1969,Canada,15,,171-155-8695,enquiries@archangeldiamondco.org
6445b2c0-cd2a-4b7c-805d-b1ba7bda2b25,ACS-Tech 80 Ltd.,2/13/1980,Israel,34,,170-148-2059,sales@acstech80ltd.org
f1999158-c13e-4056-9fea-3cad657771f7,Electrochemical Industries 1952 Ltd.,8/14/1996,Israel,34,,553-059-9662,reach@electrochemicalindustries1952ltd.org
80d39713-a6a2-4d67-be7b-ec123b673105,Knightsbridge Tankers Ltd.,12/8/1971,Bermuda,22,,632-075-1968,headquarters@knightsbridgetankersltd.org
7d00561a-1ba4-4697-b1ad-1c2fb7ded064,Highway Holdings Ltd.,2/28/1988,British Virgin Islands,24,,955-563-6838,contact@highwayholdingsltd.org
a7da9d03-bf53-429c-a076-92d6d9d88258,Republic Goldfields Inc.,3/17/1984,Canada,39,,871-851-9054,marketing@republicgoldfieldsinc.org
bb5c59e8-4514-44b8-b31d-ba03f95abf05,Samex Mining Corp.,1/15/1990,Canada,9,,844-082-1949,headquarters@samexminingcorp.org
c523fbd9-f65d-4190-935a-8a45652f67e1,Publicis Groupe S.A.,5/11/1996,France,36,,817-729-6868,sales@publicisgroupesa.org
7801a5eb-0fcb-4947-be03-fcacf970406c,Sonus Corp.,5/1/1984,Canada,5,,636-229-6188,sales@sonuscorp.org
d74c6167-59ce-4669-9934-6b7717648c6d,Vitro S.A.,10/29/1984,Mexico,46,,527-147-8519,hr@vitrosa.org
c5bca43a-6b71-4e5f-8861-7d4ddf5d547e,Canada Life Financial Corp.,3/19/1983,Canada,26,,658-667-6356,hr@canadalifefinancialcorp.org
1800faf7-c027-4af4-9c0d-e1cb30449e14,Golden Rule Resources Ltd.,2/27/1961,Canada,30,,983-425-9830,info@goldenruleresourcesltd.org
2da33226-6f3d-4d20-beca-1caee549e823,ENI S.p.A.,4/4/1994,Italy,49,,509-575-1610,headquarters@enispa.org
c6ffc038-1636-4025-bd17-3e6c0efa094d,Westpac Banking Corp.,5/20/1992,Australia,22,,906-577-1055,hr@westpacbankingcorp.org
7b5a03c1-a60c-47cb-97be-9be60c4cf9d3,Amway Japan Ltd.,11/20/1961,Japan,49,,555-594-3547,info@amwayjapanltd.org
2d485643-20aa-4755-9d9b-5a890ee21c18,Serono S.A.,5/22/1980,Switzerland,23,,654-488-9087,enquiries@seronosa.org
1e5ec249-528c-4bbe-89c5-04c1dfe26cfd,iaNett International Systems Ltd.,11/25/1975,Canada,7,,498-180-7463,hr@ianettinternationalsystemsltd.org
58559ab3-261d-4cbb-baa8-e043c215122a,Pearson plc,7/3/1993,United Kingdom,12,,396-432-0111,sales@pearsonplc.org
ba61774e-bf13-45a0-83f0-7e356552b47d,Clondalkin Industries plc,11/30/1987,Ireland,29,,195-626-1353,sales@clondalkinindustriesplc.org
38e25bbd-d563-4718-bcfd-504c846522a6,Canalaska Ventures Ltd.,2/8/1969,Canada,37,,131-455-3645,hr@canalaskaventuresltd.org
d867d21a-1f30-4766-825a-d5c27e86799b,Hilton Petroleum Ltd.,6/9/1979,Canada,35,,967-332-0608,hr@hiltonpetroleumltd.org
efd91a88-d064-47b5-8c92-72be49fe0397,Commercial Consolidators Corp.,9/15/1988,Canada,15,,834-720-5579,enquiries@commercialconsolidatorscorp.org
1b9bfea6-47ae-48e3-809a-cd5afc4c8977,Ariel Resources Ltd.,3/9/1973,Canada,40,,290-342-9313,info@arielresourcesltd.org
0298fd4e-f51c-41b9-ba09-eb675c491ba5,Euro-Tech Holdings Inc.,12/20/1996,British Virgin Islands,44,,939-075-9467,reach@eurotechholdingsinc.org
b9c50519-ea28-43fa-bf9d-70ccaf5d895e,Guangshen Railway Co. Ltd.,8/21/1974,China,33,,798-857-5135,info@guangshenrailwaycoltd.org
8f9d6aa0-4db0-4693-b139-219371f9df07,Ultrapetrol (Bahamas) Ltd.,12/9/1980,Bahamas,35,,164-408-3177,contact@ultrapetrolbahamasltd.org
f25e0284-5d9d-434e-8269-7ef8ce89e3e7,Secureview Systems Inc.,8/7/1960,Canada,7,,326-757-7075,enquiries@secureviewsystemsinc.org
9ea38911-9621-403a-a99d-4b3e4202820a,Richmont Mines Inc.,4/22/1995,Canada,38,,590-173-9800,marketing@richmontminesinc.org
b3955a17-5b62-446d-8b35-7d600b303aae,Gucci Group N.V.,2/18/1985,Netherlands,8,,173-166-9189,headquarters@guccigroupnv.org
628695e7-ccfb-42e3-9fc7-b7ff19c793ea,Lastminute.com plc,7/29/1969,United Kingdom,47,,483-652-0577,hr@lastminutecomplc.org
f6971466-4379-46ea-9b35-806867fadaa5,Internet Initiative Japan Inc.,1/12/1970,Japan,20,,155-208-9505,sales@internetinitiativejapaninc.org
415d735c-2bcb-4881-b0e2-7f0711e4815a,Draxis Health Inc.,12/12/1970,Canada,17,,108-495-4622,sales@draxishealthinc.org
f3a84906-cc9c-48a8-b987-949d8ab3dd8d,ATI Technologies Inc.,10/4/1971,Canada,19,,706-176-1474,info@atitechnologiesinc.org
2928a399-4af1-4a21-bbf7-5580dbe97c61,Vitran Co. Ltd.,9/23/1982,Canada,34,,532-138-5769,info@vitrancoltd.org
b810e1a8-c926-4619-ae35-6ed0c1c37136,China Petroleum & Chemical Corp. (Sinopec),9/17/1981,China,40,,983-304-6020,marketing@chinapetroleumchemicalcorpsinopec.org
5438d73a-e72e-431c-85ec-27b180964b49,Amatek Industries Pty Ltd.,10/20/1979,Australia,41,,165-824-5317,contact@amatekindustriesptyltd.org
680e471f-8c76-4864-8e6a-f56d545e7b3c,"Sierra Wireless, Inc.",6/10/1963,Canada,31,,388-313-4417,headquarters@sierrawirelessinc.org
e6c5244a-aa11-48ab-b938-38e5f3d8428f,iXOS Software Aktiengesellschaft,5/11/1965,Germany,11,,645-172-5296,hr@ixossoftwareaktiengesellschaft.org
ee5eb140-e0da-485d-afd5-ceb6916a162a,Micromem Technologies Inc.,3/8/1973,Canada,31,,827-694-9988,reach@micromemtechnologiesinc.org
5169ada5-53e8-4418-8b6a-ea7782e9b2f1,Tevecap S.A.,1/16/1978,Brazil,29,,284-879-7985,reach@tevecapsa.org
2cb17e1a-b9e3-42ac-9f3f-80e75264ec4a,NCE Petrofund Ltd.,12/29/1970,Canada,34,,396-514-0740,marketing@ncepetrofundltd.org
7797f3d6-7149-4442-a4b9-cb67bcdfdbe4,Softcare EC.com Inc.,8/13/1975,Canada,15,,700-408-3191,sales@softcareeccominc.org
f4c98ac7-9bc2-4404-95a1-077f08022ec3,Crayfish Co. Ltd.,4/17/1981,Japan,43,,124-663-6652,sales@crayfishcoltd.org
2e7eb685-16af-4adb-a7cd-04f1cc875647,Etablissements Delhaize Freres & Cie - Le Lion,6/26/1973,Belgium,39,,406-241-9391,enquiries@etablissementsdelhaizefrerescielelion.org
1ca07a50-b480-4649-a5c4-0555382a8d68,BP plc,11/10/1970,United Kingdom,23,,619-441-2018,headquarters@bpplc.org
e0a6ac53-0249-4f66-93ad-371f9f135d29,Optimal Robotics Corp.,8/28/1986,Canada,41,,414-819-3599,contact@optimalroboticscorp.org
54dd29dc-82d1-44ad-85e3-0c22816d0fff,City Telecom (H.K.) Ltd.,3/31/1993,Hong Kong,25,,510-431-6110,contact@citytelecomhkltd.org
4741aad1-96aa-4860-abec-5724d14d9bc5,Ivanhoe Energy Inc.,2/16/1979,Canada,32,,754-741-4564,hr@ivanhoeenergyinc.org
ceeac2b2-3cf1-4d0b-b0f1-f7ce63b77a25,Jazztel plc,4/12/1981,United Kingdom,19,,942-840-8709,contact@jazztelplc.org
42e4ac17-9d84-42c3-90bd-2640b7eb5d85,Robomatix Technologies Ltd.,1/8/1982,Israel,47,,852-095-8388,reach@robomatixtechnologiesltd.org
0ae94640-9a25-4fee-bfde-9ba6550599b4,Adecco S.A.,10/29/1990,Switzerland,49,,409-200-9944,enquiries@adeccosa.org
15b7c9e0-bfd7-467f-a18a-43e01ad66a07,Groupe Danone,9/4/1989,France,18,,946-835-8149,sales@groupedanone.org
2cb17e1a-b9e3-42ac-9f3f-80e75264ec4a,NCE Petrofund Ltd.,3/7/1986,Canada,47,,396-514-0740,enquiries@ncepetrofundltd.org
f32fa354-e463-4fa6-b47f-0f83564e236d,New Skies Satellites N.V.,9/20/1973,Netherlands,31,,888-668-6754,reach@newskiessatellitesnv.org
d4f78084-39ef-4a76-b94e-2fe2550c023f,Royal Olympic Cruise Lines Inc.,8/25/1985,Liberia,44,,274-200-9538,contact@royalolympiccruiselinesinc.org
2cbccfe9-871d-4025-bac5-4017edb805f8,TM Group Holdings plc,2/23/1980,United Kingdom,46,,219-648-2667,info@tmgroupholdingsplc.org
23ee4918-595f-4ad4-8e87-38b78c582697,Telecom Italia S.p.A.,5/11/1971,Italy,45,,560-759-3039,hr@telecomitaliaspa.org
0dc51e65-4454-470d-ac4a-f3639fd9962a,mmO2 plc,2/8/1979,United Kingdom,18,,848-206-9934,hr@mmo2plc.org
95195e98-036c-4bc4-8cf8-59849cc21873,QSC AG,5/21/1966,Germany,12,,900-523-1602,reach@qscag.org
a1efb77d-d390-41a2-b63d-27378dd2fb1b,Transgene S.A.,4/24/1967,France,40,,676-635-4991,marketing@transgenesa.org
ef38730d-423b-4f61-9f88-eb8180b2b18e,Coral Gold Corp.,4/28/1971,Canada,50,,151-418-0054,sales@coralgoldcorp.org
f3329f61-5bf0-4185-a799-7569611a7046,Lorus Therapeutics Inc.,12/9/1990,Canada,40,,997-432-6766,hr@lorustherapeuticsinc.org
ac887e5b-b9f8-4cd5-97d5-5e07f3da9403,Given Imaging Ltd.,11/21/1963,Israel,45,,717-842-7617,marketing@givenimagingltd.org
789772cd-6214-4fe1-ae8f-fdf838c9b118,Espirito Santo Centrais Eletricas S.A. - Escelsa,9/16/1995,Brazil,8,,534-425-7903,hr@espiritosantocentraiseletricassaescelsa.org
